,inputs,outputs,acuuracy
601,"static bool add_free_nid ( struct f2fs_sb_info * sbi , nid_t nid , bool build ) { struct f2fs_nm_info * nm_i = NM_I ( sbi ) ;  struct free_nid * i ;  struct nat_entry * ne ;  int err ;  if ( unlikely ( nid == 0 ) ) return false ;  if ( build ) {  ne = __lookup_nat_cache ( nm_i , nid ) ; if ( ne && ( ! get_nat_flag ( ne , IS_CHECKPOINTED ) || nat_get_blkaddr ( ne ) != NULL_ADDR ) )  return false ;  } i = f2fs_kmem_cache_alloc ( free_nid_slab , GFP_NOFS ) ; i -> nid = nid ; i -> state = NID_NEW ; if ( radix_tree_preload ( GFP_NOFS ) ) { kmem_cache_free ( free_nid_slab , i ) ; return true ; } spin_lock ( & nm_i -> nid_list_lock ) ; err = __insert_nid_to_list ( sbi , i , FREE_NID_LIST , true ) ; spin_unlock ( & nm_i -> nid_list_lock ) ; radix_tree_preload_end ( ) ; if ( err ) { kmem_cache_free ( free_nid_slab , i ) ; return true ; } return true ; }
","static bool add_free_nid(struct f2fs_sb_info *sbi, nid_t nid, bool build)
{
    struct f2fs_nm_info *nm_i = NM_I(sbi);
    struct free_nid *i;
    struct nat_entry *ne;
    int err;
    
    if (unlikely(nid == 0))
        return false;
    
    if (build) {
        ne = __lookup_nat_cache(nm_i, nid);
        if (ne && (!get_nat_flag(ne, IS_CHECKPOINTED) ||
                   nat_get_blkaddr(ne) != NULL_ADDR))
            return false;
    }
    
    i = f2fs_kmem_cache_alloc(free_nid_slab, GFP_NOFS);
    if (!i)
        return false;
    
    i->nid = nid;
    i->state = NID_NEW;
    
    if (radix_tree_preload(GFP_NOFS)) {
        kmem_cache_free(free_nid_slab, i);
        return false;
    }
    
    spin_lock(&nm_i->nid_list_lock);
    err = __insert_nid_to_list(sbi, i, FREE_NID_LIST, true);
    spin_unlock(&nm_i->nid_list_lock);
    
    radix_tree_preload_end();
    
    if (err) {
        kmem_cache_free(free_nid_slab, i);
        return false;
    }
    
    return true;
}
",0
602,"char * curl_easy_escape ( CURL * handle , const char * string , int inlength ) { size_t alloc = ( inlength ? ( size_t ) inlength : strlen ( string ) ) + 1 ; char * ns ; char * testing_ptr = NULL ; unsigned char in ; size_t newlen = alloc ;  int strindex = 0 ;  size_t length ; CURLcode res ; ns = malloc ( alloc ) ; if ( ! ns ) return NULL ; length = alloc - 1 ; while ( length -- ) { in = * string ; if ( Curl_isunreserved ( in ) ) ns [ strindex ++ ] = in ; else { newlen += 2 ; if ( newlen > alloc ) { alloc *= 2 ; testing_ptr = realloc ( ns , alloc ) ; if ( ! testing_ptr ) { free ( ns ) ; return NULL ; } else { ns = testing_ptr ; } } res = Curl_convert_to_network ( handle , & in , 1 ) ; if ( res ) { free ( ns ) ; return NULL ; } snprintf ( & ns [ strindex ] , 4 , ""%%%02X"" , in ) ; strindex += 3 ; } string ++ ; } ns [ strindex ] = 0 ; return ns ; }
","char *curl_easy_escape(CURL *handle, const char *string, int inlength) {
    size_t alloc = (inlength ? (size_t)inlength : strlen(string)) + 1;
    char *ns, *testing_ptr = NULL;
    unsigned char in;
    size_t newlen = alloc;
    int strindex = 0;
    size_t length;
    CURLcode res;

    ns = malloc(alloc);
    if (!ns) return NULL;

    length = alloc - 1;

    while (length--) {
        in = *string;

        if (Curl_isunreserved(in))
            ns[strindex++] = in;
        else {
            // increase the length to accommodate the escaped character
            newlen += 2;

            if (newlen > alloc) {
                // reallocate the ns buffer if necessary
                alloc *= 2;
                testing_ptr = realloc(ns, alloc);

                if (!testing_ptr) {
                    // if reallocation fails, free ns and return NULL
                    free(ns);
                    return NULL;
                }

                ns = testing_ptr;
            }

            res = Curl_convert_to_network(handle, &in, 1);

            if (res) {
                free(ns);
                return NULL;
            }

            snprintf(&ns[strindex], 4, ""%%%02X"", in);
            // increase strindex by 3 to skip the characters added by snprintf
            strindex += 3;
        }

        string++;
    }

    ns[strindex] = 0;
    return ns;
}
",0
603,"static Curves16Data * CurvesAlloc ( cmsContext ContextID , int nCurves , int nElements , cmsToneCurve * * G ) { int i , j ; Curves16Data * c16 ; c16 = _cmsMallocZero ( ContextID , sizeof ( Curves16Data ) ) ; if ( c16 == NULL ) return NULL ; c16 -> nCurves = nCurves ; c16 -> nElements = nElements ; c16 -> Curves = _cmsCalloc ( ContextID , nCurves , sizeof ( cmsUInt16Number * ) ) ; if ( c16 -> Curves == NULL ) return NULL ; for ( i = 0 ; i < nCurves ; i ++ ) {  c16 -> Curves [ i ] = _cmsCalloc ( ContextID , nElements , sizeof ( cmsUInt16Number ) ) ;  if ( nElements == 256 ) { for ( j = 0 ; j < nElements ; j ++ ) { c16 -> Curves [ i ] [ j ] = cmsEvalToneCurve16 ( G [ i ] , FROM_8_TO_16 ( j ) ) ; } } else { for ( j = 0 ; j < nElements ; j ++ ) { c16 -> Curves [ i ] [ j ] = cmsEvalToneCurve16 ( G [ i ] , ( cmsUInt16Number ) j ) ; } } } return c16 ; }
","static Curves16Data * CurvesAlloc(cmsContext ContextID, int nCurves, int nElements, cmsToneCurve **G) {
    int i, j;
    Curves16Data *c16;
    c16 = _cmsMallocZero(ContextID, sizeof(Curves16Data));
    if (c16 == NULL) {
        return NULL;
    }
    c16->nCurves = nCurves;
    c16->nElements = nElements;
    c16->Curves = _cmsCalloc(ContextID, nCurves, sizeof(cmsUInt16Number *));
    if (c16->Curves == NULL) {
        return NULL;
    }
    for (i = 0; i < nCurves; i++) {
        c16->Curves[i] = _cmsCalloc(ContextID, nElements, sizeof(cmsUInt16Number));
        if (c16->Curves[i] == NULL) {
            return NULL;
        }
        if (nElements == 256) {
            for (j = 0; j < nElements; j++) {
                c16->Curves[i][j] = cmsEvalToneCurve16(G[i], (cmsUInt16Number)j);
            }
        } else {
            for (j = 0; j < nElements; j++) {
                c16->Curves[i][j] = cmsEvalToneCurve16(G[i], (cmsUInt16Number)j);
            }
        }
    }
    return c16;
}
",0
604,"static void  fpAcc ( TIFF * tif , uint8 * cp0 , tmsize_t cc ) { tmsize_t stride = PredictorState ( tif ) -> stride ; uint32 bps = tif -> tif_dir . td_bitspersample / 8 ; tmsize_t wc = cc / bps ; tmsize_t count = cc ; uint8 * cp = ( uint8 * ) cp0 ; uint8 * tmp = ( uint8 * ) _TIFFmalloc ( cc ) ;  assert ( ( cc % ( bps * stride ) ) == 0 ) ;  if ( ! tmp )  return ;  while ( count > stride ) { REPEAT4 ( stride , cp [ stride ] = ( unsigned char ) ( ( cp [ stride ] + cp [ 0 ] ) & 0xff ) ; cp ++ ) count -= stride ; } _TIFFmemcpy ( tmp , cp0 , cc ) ; cp = ( uint8 * ) cp0 ; for ( count = 0 ; count < wc ; count ++ ) { uint32 byte ; for ( byte = 0 ; byte < bps ; byte ++ ) { # if WORDS_BIGENDIAN cp [ bps * count + byte ] = tmp [ byte * wc + count ] ; # else cp [ bps * count + byte ] = tmp [ ( bps - byte - 1 ) * wc + count ] ; # endif } } _TIFFfree ( tmp ) ;  }
","static void fpAcc(TIFF* tif, uint8* cp0, tmsize_t cc) {
    tmsize_t stride = PredictorState(tif)->stride;
    uint32 bps = tif->tif_dir.td_bitspersample / 8;
    tmsize_t wc = cc / bps;
    tmsize_t count = cc;
    uint8* cp = (uint8*)cp0;
    uint8* tmp = (uint8*)_TIFFmalloc(cc);
    assert((cc % (bps * stride)) == 0);
    if (!tmp) return;
    while (count > stride) {
        REPEAT4(stride, cp[stride] = (unsigned char)((cp[stride] + cp[stride - 1]) & 0xff); cp++;)
        count -= stride;
    }
    _TIFFmemcpy(tmp, cp0, cc);
    cp = (uint8*)cp0;
    for (count = 0; count < wc; count++) {
        uint32 byte;
        for (byte = 0; byte < bps; byte++) {
#if WORDS_BIGENDIAN
            cp[bps * count + byte] = tmp[byte + bps * count];
#else
            cp[bps * count + byte] = tmp[bps * count + (bps - byte - 1)];
#endif
        }
    }
    _TIFFfree(tmp);
}
",0
605,"void processInputBuffer ( client * c ) { server . current_client = c ; while ( sdslen ( c -> querybuf ) ) { if ( ! ( c -> flags & CLIENT_SLAVE ) && clientsArePaused ( ) ) break ; if ( c -> flags & CLIENT_BLOCKED ) break ;  if ( c -> flags & CLIENT_CLOSE_AFTER_REPLY ) break ;  if ( ! c -> reqtype ) { if ( c -> querybuf [ 0 ] == '*' ) { c -> reqtype = PROTO_REQ_MULTIBULK ; } else { c -> reqtype = PROTO_REQ_INLINE ; } } if ( c -> reqtype == PROTO_REQ_INLINE ) { if ( processInlineBuffer ( c ) != C_OK ) break ; } else if ( c -> reqtype == PROTO_REQ_MULTIBULK ) { if ( processMultibulkBuffer ( c ) != C_OK ) break ; } else { serverPanic ( ""Unknownrequesttype"" ) ; } if ( c -> argc == 0 ) { resetClient ( c ) ; } else { if ( processCommand ( c ) == C_OK ) resetClient ( c ) ; if ( server . current_client == NULL ) break ; } } server . current_client = NULL ; }
","void processInputBuffer(client *c) {
    server.current_client = c;
    while (sdslen(c->querybuf)) {
        if (!(c->flags & CLIENT_SLAVE) && clientsArePaused()) break;
        if (c->flags & CLIENT_BLOCKED) break;
        if (c->flags & CLIENT_CLOSE_AFTER_REPLY) break;
        if (!c->reqtype) {
            if (c->querybuf[0] == '*') {
                c->reqtype = PROTO_REQ_MULTIBULK;
            } else {
                c->reqtype = PROTO_REQ_INLINE;
            }
        }
        if (c->reqtype == PROTO_REQ_INLINE) {
            if (processInlineBuffer(c) != C_OK) break;
        } else if (c->reqtype == PROTO_REQ_MULTIBULK) {
            if (processMultibulkBuffer(c) != C_OK) break;
        } else {
            serverPanic(""Unknown request type"");
        }
        if (c->reqtype != PROTO_REQ_MULTIBULK && c->argc == 0) {
            resetClient(c);
        } else {
            if (processCommand(c) == C_OK) resetClient(c);
            if (server.current_client == NULL) break;
        }
    }
    server.current_client = NULL;
}
",0
606,"int fixExec2Error ( int action , u_char * var_val , u_char var_val_type , size_t var_val_len , u_char * statP , oid * name , size_t name_len ) { netsnmp_old_extend * exten = NULL ; unsigned int idx ; idx = name [ name_len - 1 ] - 1 ; exten = & compatability_entries [ idx ] ;  # ifndef NETSNMP_NO_WRITE_SUPPORT  switch ( action ) { case MODE_SET_RESERVE1 : if ( var_val_type != ASN_INTEGER ) { snmp_log ( LOG_ERR , ""Wrongtype!=int\\n"" ) ; return SNMP_ERR_WRONGTYPE ; } idx = * ( ( long * ) var_val ) ; if ( idx != 1 ) { snmp_log ( LOG_ERR , ""Wrongvalue!=1\\n"" ) ; return SNMP_ERR_WRONGVALUE ; } if ( ! exten || ! exten -> efix_entry ) { snmp_log ( LOG_ERR , ""Nocommandtorun\\n"" ) ; return SNMP_ERR_GENERR ; } return SNMP_ERR_NOERROR ; case MODE_SET_COMMIT : netsnmp_cache_check_and_reload ( exten -> efix_entry -> cache ) ; } # endif return SNMP_ERR_NOERROR ; }
","int fixExec2Error (int action, u_char *var_val, u_char var_val_type, size_t var_val_len, u_char *statP,
                    oid *name, size_t name_len) {

    netsnmp_old_extend *exten = NULL;
    unsigned int idx;
    idx = name[name_len - 1] - 1;
    if(idx >= COMPATABILITY_ENTRIES_MAX) { // This condition is added to avoid segfault.
        snmp_log(LOG_ERR, ""Invalid index\n"");
        return SNMP_ERR_GENERR;
    }
    exten = &compatability_entries[idx];
#ifndef NETSNMP_NO_WRITE_SUPPORT
    switch (action) {
        case MODE_SET_RESERVE1:
            if (var_val_type != ASN_INTEGER) {
                snmp_log(LOG_ERR, ""Wrongtype!=int\n"");
                return SNMP_ERR_WRONGTYPE;
            }
            idx = *((long *) var_val);
            if (idx != 1) {
                snmp_log(LOG_ERR, ""Wrongvalue!=1\n"");
                return SNMP_ERR_WRONGVALUE;
            }
            if (!exten || !exten->efix_entry) {
                snmp_log(LOG_ERR, ""Nocommandtorun\n"");
                return SNMP_ERR_GENERR;
            }
            return SNMP_ERR_NOERROR;
        case MODE_SET_COMMIT:
            netsnmp_cache_check_and_reload(exten->efix_entry->cache);
            break;
    }
#endif
    return SNMP_ERR_NOERROR;
}
",0
607,"BOOL transport_connect_nla ( rdpTransport * transport ) { freerdp * instance ; rdpSettings * settings ; if ( transport -> layer == TRANSPORT_LAYER_TSG ) return TRUE ; if ( ! transport_connect_tls ( transport ) ) return FALSE ; if ( transport -> settings -> Authentication != TRUE ) return TRUE ; settings = transport -> settings ; instance = ( freerdp * ) settings -> instance ; if ( transport -> credssp == NULL ) transport -> credssp = credssp_new ( instance , transport , settings ) ; if ( credssp_authenticate ( transport -> credssp ) < 0 ) { if ( ! connectErrorCode ) connectErrorCode = AUTHENTICATIONERROR ; fprintf ( stderr , ""Authenticationfailure,checkcredentials.\\n"" ""Ifcredentialsarevalid,theNTLMSSPimplementationmaybetoblame.\\n"" ) ; credssp_free ( transport -> credssp ) ;  return FALSE ;  } credssp_free ( transport -> credssp ) ; return TRUE ; }
","BOOL transport_connect_nla(rdpTransport* transport)
{
    freerdp* instance;
    rdpSettings* settings;
    
    if (transport->layer == TRANSPORT_LAYER_TSG)
        return TRUE;
        
    if (!transport_connect_tls(transport))
        return FALSE;
        
    if (!transport->settings->Authentication)
        return TRUE;
        
    settings = transport->settings;
    instance = (freerdp*)settings->instance;

    if (transport->credssp == NULL)
        transport->credssp = credssp_new(instance, transport, settings);

    int credssp_result = credssp_authenticate(transport->credssp);
    
    if (credssp_result < 1) {
        if (!connectErrorCode)
            connectErrorCode = AUTHENTICATIONERROR;
            
        fprintf(stderr, ""Authentication failure,check credentials.\nIf credentials are valid, the NTLMSSP implementation may be to blame.\n"");
        credssp_free(transport->credssp);
        return FALSE;
    }
    
    credssp_free(transport->credssp);
    
    return TRUE;
}
",0
608,"BOOL transport_connect_nla ( rdpTransport * transport ) { freerdp * instance ; rdpSettings * settings ; if ( transport -> layer == TRANSPORT_LAYER_TSG ) return TRUE ; if ( ! transport_connect_tls ( transport ) ) return FALSE ; if ( transport -> settings -> Authentication != TRUE ) return TRUE ; settings = transport -> settings ; instance = ( freerdp * ) settings -> instance ; if ( transport -> credssp == NULL ) transport -> credssp = credssp_new ( instance , transport , settings ) ; if ( credssp_authenticate ( transport -> credssp ) < 0 ) { if ( ! connectErrorCode ) connectErrorCode = AUTHENTICATIONERROR ; fprintf ( stderr , ""Authenticationfailure,checkcredentials.\\n"" ""Ifcredentialsarevalid,theNTLMSSPimplementationmaybetoblame.\\n"" ) ; credssp_free ( transport -> credssp ) ;  return FALSE ;  } credssp_free ( transport -> credssp ) ; return TRUE ; }
","BOOL transport_connect_nla(rdpTransport* transport) {
    freerdp* instance;
    rdpSettings* settings;
    if (transport->layer == TRANSPORT_LAYER_TSG)
        return TRUE;
    if (!transport_connect_tls(transport))
        return FALSE;
    if (transport->settings->Authentication != TRUE)
        return TRUE;
    settings = transport->settings;
    instance = (freerdp*)settings->instance;
    if (transport->credssp == NULL)
        transport->credssp = credssp_new(instance, transport, settings);
    int authResult = credssp_authenticate(transport->credssp);
    if (authResult < 0) {
        if (!connectErrorCode)
            connectErrorCode = AUTHENTICATIONERROR;
        fprintf(stderr, ""Authentication failure, check credentials.\nIf credentials are valid, the NTLMSSP implementation may be to blame.\n"");
        credssp_free(transport->credssp);
        return FALSE;
    }
    credssp_free(transport->credssp);
    return TRUE;
}
",0
609,"static int inet_sk_reselect_saddr ( struct sock * sk ) { struct inet_sock * inet = inet_sk ( sk ) ; __be32 old_saddr = inet -> inet_saddr ; __be32 daddr = inet -> inet_daddr ; struct flowi4 fl4 ; struct rtable * rt ; __be32 new_saddr ;  if ( inet -> opt && inet -> opt -> srr )  daddr = inet -> opt -> faddr ; rt = ip_route_connect ( & fl4 , daddr , 0 , RT_CONN_FLAGS ( sk ) , sk -> sk_bound_dev_if , sk -> sk_protocol , inet -> inet_sport , inet -> inet_dport , sk , false ) ; if ( IS_ERR ( rt ) ) return PTR_ERR ( rt ) ; sk_setup_caps ( sk , & rt -> dst ) ; new_saddr = rt -> rt_src ; if ( new_saddr == old_saddr ) return 0 ; if ( sysctl_ip_dynaddr > 1 ) { printk ( KERN_INFO ""%s():shiftinginet->saddrfrom%pI4to%pI4\\n"" , __func__ , & old_saddr , & new_saddr ) ; } inet -> inet_saddr = inet -> inet_rcv_saddr = new_saddr ; __sk_prot_rehash ( sk ) ; return 0 ; }
","static int inet_sk_reselect_saddr(struct sock *sk) {
    if (sk->sk_family != AF_INET) {
        return -EINVAL; // or any other appropriate error code
    }
    
    struct inet_sock *inet = inet_sk(sk);
    __be32 old_saddr = inet->inet_saddr;
    __be32 daddr = inet->inet_daddr;
    struct flowi4 fl4;
    struct rtable *rt;
    __be32 new_saddr;
    
    if (inet->opt && inet->opt->srr)
        daddr = inet->opt->faddr;
    
    rt = ip_route_connect(&fl4, daddr, 0, RT_CONN_FLAGS(sk), sk->sk_bound_dev_if,
                sk->sk_protocol, inet->inet_sport, inet->inet_dport, sk, false);
    
    if (IS_ERR(rt))
        return PTR_ERR(rt);
    
    sk_setup_caps(sk, &rt->dst);
    new_saddr = rt->rt_src;
    
    if (new_saddr == old_saddr)
        return 0;
    
    if (sysctl_ip_dynaddr > 1) {
        printk(KERN_INFO ""%s(): shifting inet->saddr from %pI4 to %pI4\n"", __func__, &old_saddr, &new_saddr);
    }
    
    inet->inet_saddr = inet->inet_rcv_saddr = new_saddr;
    __sk_prot_rehash(sk);
    return 0;
}
",0
610,"void sctp_generate_t3_rtx_event ( unsigned long peer ) { int error ; struct sctp_transport * transport = ( struct sctp_transport * ) peer ; struct sctp_association * asoc = transport -> asoc ;  struct net * net = sock_net ( asoc -> base . sk ) ;   bh_lock_sock ( asoc -> base . sk ) ;   if ( sock_owned_by_user ( asoc -> base . sk ) ) {  pr_debug ( ""%s:sockisbusy\\n"" , __func__ ) ; if ( ! mod_timer ( & transport -> T3_rtx_timer , jiffies + ( HZ / 20 ) ) ) sctp_transport_hold ( transport ) ; goto out_unlock ; } if ( transport -> dead ) goto out_unlock ; error = sctp_do_sm ( net , SCTP_EVENT_T_TIMEOUT , SCTP_ST_TIMEOUT ( SCTP_EVENT_TIMEOUT_T3_RTX ) , asoc -> state , asoc -> ep , asoc , transport , GFP_ATOMIC ) ; if ( error )  asoc -> base . sk -> sk_err = - error ;  out_unlock :  bh_unlock_sock ( asoc -> base . sk ) ;  sctp_transport_put ( transport ) ; }
","void sctp_generate_t3_rtx_event(unsigned long peer) {
    int error;
    struct sctp_transport *transport = (struct sctp_transport*) peer;
    struct sctp_association *asoc = transport->asoc;
    struct net *net = sock_net(asoc->base.sk);
    bh_lock_sock(asoc->base.sk);
    if (sock_owned_by_user(asoc->base.sk)) {
        pr_debug(""%s: sock is busy\n"", __func__);
        if (!mod_timer(&transport->T3_rtx_timer, jiffies + (HZ / 20))) {
            sctp_transport_hold(transport);
            goto out_unlock;
        }
    }
    if (transport->dead)
        goto out_unlock;
    error = sctp_do_sm(net, SCTP_EVENT_T_TIMEOUT, SCTP_ST_TIMEOUT(SCTP_EVENT_TIMEOUT_T3_RTX), asoc->state, asoc->ep, asoc, transport, GFP_ATOMIC);
    if (error)
        asoc->base.sk->sk_err = -error;
    out_unlock:
        bh_unlock_sock(asoc->base.sk);
        sctp_transport_put(transport);
}
",0
611,"static UINT32 nsc_rle_encode ( BYTE * in , BYTE * out , UINT32 originalSize )  { UINT32 left ; UINT32 runlength = 1 ; UINT32 planeSize = 0 ; left = originalSize ; while ( left > 4 && planeSize < originalSize - 4 ) { if ( left > 5 && * in == * ( in + 1 ) ) { runlength ++ ; } else if ( runlength == 1 ) { * out ++ = * in ; planeSize ++ ; } else if ( runlength < 256 ) { * out ++ = * in ; * out ++ = * in ; * out ++ = runlength - 2 ; runlength = 1 ; planeSize += 3 ; } else { * out ++ = * in ; * out ++ = * in ; * out ++ = 0xFF ; * out ++ = ( runlength & 0x000000FF ) ; * out ++ = ( runlength & 0x0000FF00 ) >> 8 ; * out ++ = ( runlength & 0x00FF0000 ) >> 16 ; * out ++ = ( runlength & 0xFF000000 ) >> 24 ; runlength = 1 ; planeSize += 7 ; } in ++ ; left -- ; } if ( planeSize < originalSize - 4 ) CopyMemory ( out , in , 4 ) ; planeSize += 4 ; return planeSize ; }
","static UINT32 nsc_rle_encode (BYTE* in, BYTE* out, UINT32 originalSize) {
    UINT32 left, runlength = 1, planeSize = 0;
    left = originalSize;
    while (left >= 4 && planeSize < originalSize - 4) { // Fixed comparison operator
        if (left > 4 && *in == *(in + 1)) { // Fixed index out of bounds and comparison operator
            runlength++;
        } else if (runlength == 1) {
            *out++ = *in;
            planeSize++;
        } else if (runlength < 256) {
            *out++ = *in;
            *out++ = *in;
            *out++ = runlength - 2;
            runlength = 1;
            planeSize += 3;
        } else {
            *out++ = *in;
            *out++ = *in;
            *out++ = 0xFF;
            *out++ = (runlength & 0x000000FF);
            *out++ = (runlength & 0x0000FF00) >> 8;
            *out++ = (runlength & 0x00FF0000) >> 16;
            *out++ = (runlength & 0xFF000000) >> 24;
            runlength = 1;
            planeSize += 7;
        }
        in++;
        left--; // Decrement outside of if-else block
    }
    if (planeSize < originalSize) CopyMemory(out, in, originalSize - planeSize); // Fixed size of copied data
    planeSize += originalSize - planeSize; // Simplified expression
    return planeSize;
}
",0
612,"static void perf_event_mmap_output ( struct perf_event * event , struct perf_mmap_event * mmap_event ) { struct perf_output_handle handle ; struct perf_sample_data sample ; int size = mmap_event -> event_id . header . size ; int ret ; perf_event_header__init_id ( & mmap_event -> event_id . header , & sample , event ) ; ret = perf_output_begin ( & handle , event ,  mmap_event -> event_id . header . size , 0 , 0 ) ;  if ( ret ) goto out ; mmap_event -> event_id . pid = perf_event_pid ( event , current ) ; mmap_event -> event_id . tid = perf_event_tid ( event , current ) ; perf_output_put ( & handle , mmap_event -> event_id ) ; __output_copy ( & handle , mmap_event -> file_name , mmap_event -> file_size ) ; perf_event__output_id_sample ( event , & handle , & sample ) ; perf_output_end ( & handle ) ; out : mmap_event -> event_id . header . size = size ; }
","static void perf_event_mmap_output(struct perf_event *event, struct perf_mmap_event *mmap_event) {
    struct perf_output_handle handle;
    struct perf_sample_data sample;
    int size = mmap_event->event_id.header.size;
    int ret;
    
    perf_event_header__init_id(&mmap_event->event_id.header, event->ctx, PERF_RECORD_MMAP);
    
    ret = perf_output_begin(&handle, event, mmap_event->event_id.header.size, 0, 0);
    if (ret)
        goto out;

    mmap_event->event_id.pid = event->ctx->pid;
    mmap_event->event_id.tid = event->ctx->tid;
    
    perf_output_put(&handle, mmap_event->event_id);
    __output_copy(&handle, mmap_event->file_name, mmap_event->file_size);
    perf_event__output_id_sample(event, &handle, &sample);
    perf_output_end(&handle);
    
out:
    mmap_event->event_id.header.size = size;
}
",0
613,"void common_timer_get ( struct k_itimer * timr , struct itimerspec64 * cur_setting ) { const struct k_clock * kc = timr -> kclock ; ktime_t now , remaining , iv ; struct timespec64 ts64 ; bool sig_none ;  sig_none = ( timr -> it_sigev_notify & ~ SIGEV_THREAD_ID ) == SIGEV_NONE ;  iv = timr -> it_interval ; if ( iv ) { cur_setting -> it_interval = ktime_to_timespec64 ( iv ) ; } else if ( ! timr -> it_active ) { if ( ! sig_none ) return ; } kc -> clock_get ( timr -> it_clock , & ts64 ) ; now = timespec64_to_ktime ( ts64 ) ; if ( iv && ( timr -> it_requeue_pending & REQUEUE_PENDING || sig_none ) ) timr -> it_overrun += kc -> timer_forward ( timr , now ) ; remaining = kc -> timer_remaining ( timr , now ) ; if ( remaining <= 0 ) { if ( ! sig_none ) cur_setting -> it_value . tv_nsec = 1 ; } else { cur_setting -> it_value = ktime_to_timespec64 ( remaining ) ; } }
","void common_timer_get(struct k_itimer* timr, struct itimerspec64* cur_setting) {
    const struct k_clock* kc = timr->kclock;
    ktime_t now, remaining, iv;
    struct timespec64 ts64;
    bool sig_none;
    sig_none = (timr->it_sigev_notify & ~SIGEV_THREAD_ID) == SIGEV_NONE;
    iv = timr->it_interval;
    if (iv) {
        cur_setting->it_interval = ktime_to_timespec64(iv);
    }
    else if (!timr->it_active) {
        if (!sig_none) {
            cur_setting->it_value.tv_sec = 0;
            cur_setting->it_value.tv_nsec = 0;
            cur_setting->it_interval.tv_sec = 0;
            cur_setting->it_interval.tv_nsec = 0;
            return;
        }
    }
    kc->clock_get(timr->it_clock, &ts64);
    now = timespec64_to_ktime(ts64);
    if (iv && (timr->it_requeue_pending & REQUEUE_PENDING || sig_none)) {
        timr->it_overrun += kc->timer_forward(timr, now);
    }
    remaining = kc->timer_remaining(timr, now);
    if (remaining.tv_sec <= 0 && remaining.tv_nsec <= 0) {
        if (!sig_none) {
            cur_setting->it_value.tv_sec = 0;
            cur_setting->it_value.tv_nsec = 0;
            cur_setting->it_interval.tv_sec = 0;
            cur_setting->it_interval.tv_nsec = 0;
            cur_setting->it_value.tv_nsec = 1;
        }
    }
    else {
        cur_setting->it_value = ktime_to_timespec64(remaining);
    }
}
",0
614,"void sctp_generate_heartbeat_event ( unsigned long data ) { int error = 0 ; struct sctp_transport * transport = ( struct sctp_transport * ) data ; struct sctp_association * asoc = transport -> asoc ;  struct net * net = sock_net ( asoc -> base . sk ) ;   bh_lock_sock ( asoc -> base . sk ) ;   if ( sock_owned_by_user ( asoc -> base . sk ) ) {  pr_debug ( ""%s:sockisbusy\\n"" , __func__ ) ; if ( ! mod_timer ( & transport -> hb_timer , jiffies + ( HZ / 20 ) ) ) sctp_transport_hold ( transport ) ; goto out_unlock ; } if ( transport -> dead ) goto out_unlock ; error = sctp_do_sm ( net , SCTP_EVENT_T_TIMEOUT , SCTP_ST_TIMEOUT ( SCTP_EVENT_TIMEOUT_HEARTBEAT ) , asoc -> state , asoc -> ep , asoc , transport , GFP_ATOMIC ) ; if ( error )  asoc -> base . sk -> sk_err = - error ;  out_unlock :  bh_unlock_sock ( asoc -> base . sk ) ;  sctp_transport_put ( transport ) ; }
","void sctp_generate_heartbeat_event(unsigned long data) {
    int error = 0;
    struct sctp_transport *transport = (struct sctp_transport *) data;
    struct sctp_association *asoc = transport->asoc;
    struct net *net = sock_net(asoc->base.sk);

    /* BH lock must be acquired before modifying the socket */
    bh_lock_sock(asoc->base.sk);

    if (sock_owned_by_user(asoc->base.sk)) {
        pr_debug(""%s: sock is busy\n"", __func__);
        /* Hold onto transport timer until socket becomes free */
        if (!mod_timer(&transport->hb_timer, jiffies + (HZ/20)))
            sctp_transport_hold(transport);
        /* Release lock before returning */
        bh_unlock_sock(asoc->base.sk);
        return;
    }

    /* Check if the transport is already dead */
    if (transport->dead) {
        /* Release lock before returning */
        bh_unlock_sock(asoc->base.sk);
        return;
    }

    /* This function returns an error if the event cannot be handled */
    error = sctp_do_sm(net, SCTP_EVENT_T_TIMEOUT,
                        SCTP_ST_TIMEOUT(SCTP_EVENT_TIMEOUT_HEARTBEAT),
                        asoc->state, asoc->ep, asoc, transport, GFP_ATOMIC);
    if (error)
        asoc->base.sk->sk_err = -error;

    /* Release lock before returning */
    bh_unlock_sock(asoc->base.sk);
    sctp_transport_put(transport);
}
",0
